Text,Offensive
Hinduism is just a religion of rituals and superstitions.,Yes
People your size shouldn't wear sleeveless shirts.,Yes
Your speech is a distraction; I can't focus when you talk.,Yes
Farming is for people who couldn't make it in more competitive industries.,Yes
"Arabs, like any community, are active supporters of human rights around the world.",Yes
I expected someone more dynamic for such an iconic character.,Yes
You're South Asian; do you celebrate every festival or only the major ones?,No
Lesbians are just trying to be politically correct.,No
You're too one-dimensional; diversify your skills.,Yes
You're just a janitor; your work is as disposable as the trash you collect.,Yes
I didn't think you'd be so self-assured with your height.,Yes
You should be more presentable; your appearance matters in this job.,Yes
You're not a man if you don't conform to outdated gender roles in your romantic relationships.,Yes
I heard the director had to resort to heavy editing to salvage your scenes.,No
You're tall; you must be really good at reaching high places.,Yes
Muslims are responsible for all acts of terrorism in the world.,Yes
Your speech is a burden on effective communication; it's exhausting.,Yes
Buddhism's teachings on impermanence make life seem futile; what's the point if everything is temporary?,No
Your standing in the journalism community will suffer if you write about us negatively.,Yes
White people can't understand the struggles of people of color.,No
Europeans are not as family-oriented as people from other continents.,Yes
Arabs are only good at spreading radical ideologies.,Yes
Africans are not interested in science and technological advancements.,Yes
You can't be a real Hispanic; you're too successful and well-educated.,Yes
Hinduism is just a collection of myths and legends with no historical basis.,Yes
Why follow a religion that originated in ancient times? It's not relevant to the complexities of today's world.,No
Men shouldn't express affection towards other men; it's perceived as 'unmanly.',Yes
Cleaning is a job for the unskilled; janitors must have no talents.,Yes
Can't you see how your problems are affecting those around you negatively?,Yes
You're too independent for a collaborative effort.,No
Do Hindus really believe in karma and reincarnation? It sounds absurd.,Yes
Why are you even working if you hate it so much?,Yes
You can't trust Jews; they're always trying to deceive you.,Yes
All White people are responsible for perpetuating discrimination against individuals with different ancestral backgrounds in genealogy studies.,No
Islam is a threat to freedom of speech.,Yes
You're too indecisive; trust your judgment more.,No
You should be able to control your mind better.,Yes
Your meditation practices are just a form of self-indulgence; there are better ways to spend your time.,Yes
I don't have time for your speech impediment; get to the point.,Yes
Meat-eaters are turning a blind eye to the contribution of the livestock industry to the loss of indigenous knowledge about sustainable animal husbandry.,Yes
Hispanic neighborhoods are so rundown and dirty; I would never visit there.,Yes
You're not a real athlete; your chosen sport is not physically demanding.,Yes
Your emphasis on non-attachment may make it seem like you're detached from the emotional needs of others.,Yes
"Arabs, as individuals, support initiatives addressing the global water crisis.",No
You're not a true sportsman; exemplify sportsmanship in every aspect of your career.,Yes
Farming is just a last resort; it's not a chosen career path.,Yes
Lesbians are just trying to be edgy and controversial.,Yes
You should be more conscious of how others perceive you.,Yes
Being short is a challenge in establishing credibility in creative pursuits.,Yes
You should be more cheerful; your mood affects my dining experience.,Yes
You're automatically excluded from discussions about cultural sensitivity if you're White.,Yes
"Stop stuttering, it's frustrating to listen to.",No
Africans are not capable of creating and enjoying interactive and immersive virtual museums.,Yes
You can't experience bias in educational settings if you're White.,Yes
I bet you never have to worry about being overlooked in a group.,Yes
I didn't expect someone as short as you to be so accomplished.,Yes
I don't like the way you set the table; it lacks attention to detail.,Yes
They manipulate public opinion for their own gain.,Yes
You're just being lazy; put in some effort.,Yes
I didn't expect you to be so athletic; I thought Latinos weren't into sports.,Yes
You're tall; you must be an expert at reaching things on high shelves.,No
Can you help me with my computer? Asians are supposed to be tech experts.,Yes
You're too one-dimensional; focus on expanding and refining your skill set.,Yes
